vendor-code,vendor-name,material-group,material-subgroup,is-service,total-po-value-sar,total-po-count
200440,ORIENT MARKETING & TRADING CO. LLC,,,,0,0
200452,PERFECT POWER FOR SECURITYGUARD COMPANY,,,,176000,2
200463,SUNS AL-WATAN CO. LTD.,,,,255826.54,13
200464,SPECIALIZED GULF WELDING CO.,,,,0,0
200465,SKY PUMPS TRADING EST,,,,1500,1
200466,STEEL TRIANGLE FOR FABRICATIONS,,,,0,0
200468,TARTEEB SAUDI COMPANY LTD,,,,0,0
200467,TALENT HUNT GENERAL CONTRACTING EST,,,,0,0
200469,AL-WASEET ARCHITECTURAL CO. LTD.COMPANY LIMITED,,,,2066350,3
200471,XERVON SAUDI ARABIA LLC,,,,700,1
200472,ZAMIL STEEL PRE-ENGINEEREDBUILDINGS CO LTD,,,,80171.82,4
200473,ZEE TEE EXPRESS (HK) CO. LTD,,,,0,0
200470,ALWAHA EST. WATER  TREATMENT SYSTE,,,,95298.5,29
200474,Adel Abdullah Al Muraikhi PartnersTrading & Contracting Co.,,,,301358,6
200475,ATCO A.A. Turki Corporation,,,,484425.06,10
200477,SAUDI ELECTRONIC TRADING CO.(SETRA),,,,372351.35,7
200476,MIDDLE EAST TECHNICAL SOLUTIONS EST,,,,1935541,12
200478,ARABIAN CONSOLIDATED TRADING EST,,,,126800.2,7
200479,SMART ELECTRONICS TRADING ESTABLISH,,,,12000,2
200480,LAMAR SUMMIT EST.,,,,0,0
200481,Veolia Water Solutions & Technologi,,,,104850,1
200482,RAWABI SPECIALIZED ENCLOSURES  CO. LTD.,,,,597200,2
200483,KEFAH IBRAHEEM AL-DAWAI    TRD. EST.,,,,0,0
200485,ASPIRETECH,,,,445000,3
200486,ETIHAD ATHEEB TELECOM COMPANY,,,,572332.04,1
200487,Al Jedaie Motors          Company,,,,0,0
200484,Dash Control SystemsCo.,,,,108007.1,3
200491,FIVE MOON COMPANY LTD,,,,0,0
200490,AL JEDAIE MOTORS COMPANY,,,,0,0
200493,KAWTHER SWEET WATER CONT CO,,,,39709.5,1
200492,GLOBAL STAR INTL SERVICES,,,,0,0
200494,LANDMARK ACHIEVEMENTS INTERNATIONALEST.,,,,47756,2
200495,ASPIRETECH,,,,0,0
200497,AL JEDAIE MOTORS COMPANY,,,,0,0
200496,DASH CONTROL SYSTEMS,,,,0,0
200498,Kemya Gulf Co.Ltd.,,,,92080,4
200500,ARABIAN PIPELINE & SERVICES CO LTD,,,,12564,1
200499,KEFAH IBRAHEEM AL-DAWAI TRD. EST.,,,,12600,1
200501,RADHA ABDULLAH ABU   SHALWA TRAD EST.,,,,11255,2
200502,SAUDI PREFAB HOUSES FACTORY-SPH,,,,263124.61,3
200504,NAIF MOHAMMED ALI AL-HAGS,,,,120000,1
200503,RAWABI SAUDI DRY ICE COMPANY,,,,60000,1
200505,SAUDI CHAINLINK FENCEMFG.CO.LTD,,,,65177.36,4
200506,SAGA AL ARABIA TRADING EST,,,,19505.5,1
200507,SAUDI BISAN GASKET FACTORY CO,,,,42449.72,3
200508,WESTERN AUTO COMPANY LTD.,,,,1954928.5,8
200509,A. ABUNAYYAN TRADING CORP.,,,,3048278.71,64
200510,WAEL ALI MUSTAFA KHALIL,,,,0,0
200511,LIFTS COMMERCIAL EST.,,,,0,0
200512,BRIDGES CONNECTORS CONTRACTING,,,,0,0
200513,AL HARITHY CO. GENERAL CONTRACTORS,,,,55000,1
200514,Media Trends Advertising andPublic Relation Agency,,,,36000,1
200515,ASPIRETECH-DELETED,,,,0,0
200516,TECHNOLAND,,,,12499.97,1
200517,ULTIMATE SOLUTIONSTRADING EST.,,,,10400,1
200518,FAWAZ REFRIGERATION AND A/C CONT. C,,,,15742,2
200520,YAHYA SALMAN AL GHAZWANI CONT.EST.,,,,163612.05,1
200519,PIPING SYSTEMS CO.,,,,498792.17,5
200521,Lund Halsey (Console Systems) Ltd,,,,113535,2
200522,INDUSTRIAL TECHNOLOGY CO.LTD,,,,154350,65
200523,NOUR INTERNET FOR COMMUNICATIONS& IT Co.,,,,7517612.34,6
200524,AL-KHAMISAIN HARDWARE TRD.CO.LTD,,,,378875.8,44
200526,Automation & Power SolutionsProjects Est,,,,229550,9
200525,Middle East Electric MeterFactory Co. (MEMF),,,,2100,1
200528,AL-HODAN CONT. EST.,,,,129607,2
200527,AUTOMATION & POWER SOLUTIONSPROJECTS EST,,,,0,0
200530,INTERNATIONAL SOLUTIONS FORINDUSTRIAL SERVICES CO. LTD.,,,,247310.07,4
200529,MAB LINES LOGISTICS SERVICES EST,,,,0,0
200536,ARIAF AL-JUBAIL EST.,,,,0,0
200535,AL-KHALEEJIAH ADVERTISING& PUBLIC RELATIONS CO. LTD.,,,,0,0
200540,Arabian Brother GeneralContracting & Est.,,,,93825,4
200541,MEHMMAS NASSER AL OTAIBI GEN.CONT.EST.,,,,164780,6
200542,CRYSTAL INTERNATIONAL CO LTD,,,,162113.63,8
200543,SIGMA PAINTS SA LTD,,,,18864,1
200545,KITES CONTRACTING &INDUSTRIAL SERVICES EST.,,,,0,0
200546,AMIANTIT RUBBER INDUSTRIES LTD,,,,106719,2
200547,ALAQEEQ ALAHMER FOR CONTRACTING EST,,,,85668.25,5
200548,PANORAMA TRADING EST.,,,,6000.04,1
200550,SAR FACTORY FOR GALVANIZING ANDMETAL FORMING,,,,10080,1
200556,ALAA IND. EQUIPMENT FACTORY CO.,,,,0,0
200555,General Instrument Est,,,,1200,1
200557,KHALID ABDUL AZIZ AL-JABER,,,,0,0
200558,ZOOFI TECH CO LTD,,,,13800,1
200560,Mohammed Hazeem FadhulTrading & Cont Est,,,,102043.63,8
200559,EASTERN MSAR TRADING & CONTRACTINGCOMPANY,,,,168992,4
200561,DHAHRAN METALS TRADING EST,,,,17999.03,1
200563,Welding Solution Company,,,,281191.47,19
200562,EAST ASIA TRADING EST.,,,,9999.66,1
200565,GREENLAND ORBIT TRADING& CONT. CO. LTD.,,,,9975,1
200566,KING STAR CONTRACTING CO.LTD,,,,33990,1
200567,Fahad  Al-Mutairi GeneralContracting Est.,,,,96478,4
200569,TECHNOLOGY CONTRACT GENERALCONTRACTING EST,,,,90188,5
200568,ARABIAN MATE GEN.CONT.EST,,,,274971,15
200570,RAWASI QARIA FOR GEN CONT EST,,,,17395,1
200572,Saudi Etihad Gen. Cont. Est.,,,,10920,1
200571,WELKIN General Contracting Est.,,,,0,0
200573,Fahad Saud Al Harbi Gen Cont Est.,,,,32877,2
200574,Khair Al Jubail Cont.Est.,,,,59500,1
200575,BRIGHTEN ENERGY TRADING EST.,,,,12000.01,3
200576,AFAQ Commercial Project SuppliesEst.,,,,15288,1
200577,MOHAMMED MUBARAK ALDOHALLAN,,,,0,0
200579,Mid‐East Cable Support Solutions,,,,88678.09,2
200580,Supply Of Industrial Materials Est,,,,80000.22,1
200581,ALFORQAN NATIONAL TRADING CO.,,,,2531.2,1
200578,Arabian Technical Trading Est.,,,,25795,3
200582,ELECTRICAL MATERIAL SUPPLY EST,,,,805759.3,18
200583,MWSSH ABDALLAH AHMAD BAWAZIRLITJARH,,,,0,0
200584,Al Kuhaimi Metal Industries Ltd.,,,,91460,4
200586,Abdulaziz Ahmed Al BrahimiContracting Est.,,,,3000,1
200585,SAEED ALI AL-QAHTANI EST,,,,50060,3
200587,Al-Haider Works Est,,,,3975,2
200588,AFAN Middle East GeneralContracting,,,,171538,10
200590,NAWAF MATTAR AL ADWANI & PARTNERTRADING CONT CO LTD,,,,74380,3
200591,ANNAN AL-JUBAIL CONTRACTING EST.,,,,2100,1
200592,Specialty Gases Company Limited,,,,282975,46
200593,PAINTING MATERIALS & EQUIPMENTCENTRE  CO. LTD.,,,,6705,2
200594,Successful Buildings ContractingEst,,,,80000,1
200595,ABDULLAH MAQAAD AL BEESHI EST.,,,,79139.45,4
200599,ABDUL REHMAN ALI AL HARTHI EST,,,,32111,6
200596,Global Industrial Solution co.,,,,31100,2
200597,FOSAM COMPANY LIMITED,,,,751012.02,55
200598,ABDULLAH MOUSA AL-MADANI TRAD.EST.,,,,103702,6
200614,ALKHOBAR MALL TRADING Co,,,,0,0
200600,Point of Innovation Training Center,,,,7650,1
200605,ASHCROFT AL RUSHAID INSTRUMENT CO.LTD,,,,34920,2
200610,BUPA ARABIA,,,,0,0
200611,ALSAGR CO-OPERATIVE INSURANCE,,,,0,0
200612,UNIVERSAL TRADING ESTPARTITIONING WORKS NEW JHR OFIFICE,,,,0,0
200613,GLOBAL ALMOTAKAMEL CO.FOR TRADING & CONTRACTING,,,,0,0
200620,P-GROUP SAUDI CO (SUPPLY &INSTALLATION FOR CALL CENTER),,,,0,0
200615,ALJAZIRA EQUIPMENT CO.LTDAUTO WORLD,,,,0,0
200616,GULF UNION ALAHLIA COOPERATIVE INSUCO,,,,0,0
200617,ALFURSAN TRAVEL CO,,,,0,0
200618,ALDAR AUDIT BUREAU,,,,0,0
200619,SMSA EXPRESS TRANSPORTATION CO. LTD,,,,0,0
200625,AL-BUSTAN COMPANY LIMITED,,,,0,0
200626,AL-HAZM EST FOR INDUSTRIAL MATERIAL,,,,260772.79,14
200631,ARABIAN CLOUDS GEN CONT EST.,,,,12480,1
200628,NATIONAL LIGHTING COMPANY LTD.(NLC),,,,671165,12
200627,INTERNATIONAL MARITIME & AVIATION C,,,,50250,6
200629,RED SEA INTERNATIONAL COMPANY,,,,0,0
200630,ALESAYI TRADING CORP. CO.,,,,7624730.24,12
200633,YANAMA TRADING COMPANY,,,,64151.31,11
200632,Al-Rawei Al-Nadrah Est.,,,,24480,1
200635,AUJAN INDUSTRIAL SUPPLIES CO.,,,,215829.05,8
200636,Pan Gulf Valves Manufacturing Co. L,,,,125656.2,1
200634,Techno Engineering Trading Est.,,,,59200,2
200637,Saudi Technologists ConsultingEngineers,,,,351500,4
200639,UNIVERSAL TRADING&CONTRACTNG CO.LTD,,,,0,0
200638,EXPERTISE CONTRACTING CO. LTD.,,,,656121.21,12
200640,KHALID NEHAR AL SHAMRY TRADING EST.,,,,166956.25,96
200641,RAFA MEDICAL COMPANY,,,,0,0
200642,ERAM SPARK TRADING EST,,,,0,0
200643,MEDIA TRENDS ADVERTISINGAND PUBLIC RELATIONS AGENCY,,,,0,0
200645,AJWA TRADING & SERVICES CO,,,,0,0
200646,LAMSEE COMPANY LIMITED,,,,634000,5
200647,AL-THOMAIRY POLY CLINIC,,,,0,0
200644,FUTURE NASS FOR INDUSTRIAL& TRADING CO,,,,0,0
200648,ABUDAWOOD TRADING COMPANY,,,,5500,1
200650,Samara Trading & ContractingCompany,,,,4663.6,1
200652,Abdullah Ibrahim Al Nafea FactoryCompany,,,,0,0
200653,DIYAR AL WATAN TRADING &CONTRACTING CO.,,,,2650,1
200654,ERAM POWER ELECTRONICS COMPANYOLD NAME:ARABIAN POWER ELECTRONICS COMPANY,,,,1731852,5
200655,GULF UNITY TRADING EST.,,,,0,0
200649,EASTERN FACTORY FOR READY HOUSES& FURNITURE,,,,259045,5
200651,Al Dahia International Gen.Cont. Est.,,,,441186,11
200657,EASTERN INDUSTRIAL GENERALCONTRACTING,,,,414762,8
200656,RAMAREM GEN. CONT EST.,,,,25600,1
200658,GRACE PALACE GEN. CONTRACTING EST.,,,,2536670,7
200660,RIYADH HOUSE-DELETED,,,,0,0
200659,ENDRESS AND HAUSER (ARABIA) LLC,,,,453018,2
200661,DIRECT SUPPLY TRADING &CONTRACTING EST,,,,0,0
200662,Ahmed Fawad Bawzid Est,,,,89600,2
200663,SAUDI PREFAB HOUSES-DELETEDFACTORY-SPH,,,,0,0
200664,EASTERN INDUSTRIAL- DELETEDGENERAL CONTRACTING,,,,0,0
200665,"ADVANCE INTERNATIONAL COMPANY""ZKTECO""",,,,0,0
200666,SAUDI ELECTRICAL TRANSFORMERSFACTORY COMPANY (SETF),,,,124500,2
200667,AlSharq Specialized for CustomsClearance,,,,0,0
200668,ARABIAN THERMAL AIRE INDS CO.LTD,,,,107650.41,2
200669,Litwin Saudi Arabia Co. Ltd.,,,,15540,1
200670,TAMIMI INDUSTRIAL SERVICES,,,,300000,1
200671,AFAQY EST.,,,,0,0
200672,DAR CONTROL SYSTEM CO,,,,92413.02,5
200673,COOPER INDUSTRIES MIDDLE EAST LLC,,,,21253.88,2
200674,EXPEDITORS INTERNATIONALCARGO CO LTD,,,,0,0
200675,ANOOD THANAIAN HAMIAJIGEN. CONT. EST,,,,71250,1
200680,Gulf Steel Coating Industries Co,,,,30560,1
200681,International Business Resources,,,,43200,1
200682,International CommercialEnterprises Co.,,,,9660,1
200683,DAMMAM WIRE MESH COATINGS & WIRES C,,,,459053,7
200684,AL-SHARQ OILS TRADING EST.,,,,17693.95,8
200685,Saeed Al Bagshi Computer(do not use(Saeed Computer Est),,,,0,0
200686,AL-MOOSA GARAGE DOOR FACTORY,,,,6500,1
200687,INTERNATIONAL TIMBER COMPANY LTD.,,,,1119105.39,41
200688,SHAHIG COMPANY,,,,577021.6,19
200690,AL OYAYNA MEDICAL EST,,,,9904.76,1
200689,GUARDIAN INDUSTRIES CO. LTD,,,,149958,3
200693,"Abdul Latif Jameel, Licensee OfFederal Express Corporation",,,,0,0
200691,AFAQY IT CO LTD,,,,152325,2
200692,ROHI INTERNATIONAL,,,,4983,1
200695,SOCIAL MEDIA PRINTING PRESS,,,,0,0
200694,ALSAEED COMPUTER EST,,,,0,0
200697,PUNCTURE AQRABIA,,,,93948.49,73
200696,ADHWA AL RAWAFID ELECTRICINDUSTRIES,,,,3282.77,1
200698,ARABIAN GARMENT FACTORY COMPANY,,,,8880,1
200699,TAKAFUL ALRAJHI,,,,0,0
200700,ARABIAN GARMENT COMPANY,,,,0,0
200701,KHONAINI PETROLEUM SERVICES,,,,0,0
200703,DAR INTERNATIONAL FOR ENGINEERINGCONSULTANCY,,,,2741000,6
200704,Freih Bin Owaidha Al QahtaniSons Co. Ltd.,,,,23000,1
200705,TAZEZ ADVANCED INDUSTRIAL CO LTD,,,,138242.18,9
200706,Industrial Systems Group,,,,27973,3
200702,Nab Al Khaleej Glass Workshop,,,,0,0
200707,ALMARSAD ALAMLAQ TAILORSFOR MILITARY UNIFORMS,,,,423645,47
200708,SPRINGS WATER FACTOYR CO. LTD.,,,,0,0
200709,AL EBTEKAR ELECTRICAL TRADING GROUP,,,,19370,1
200710,HILTI SAUDI ARABIA FOR CONSTRUCTIONTOOLS,,,,410994.86,45
200711,ZAMIL GROUP TRADE & SERVICESCO. LTD.,,,,337448.3,12
200712,ABAHSAIN-COPE SAUDI ARABIA CO LTD,,,,60203.87,4
200713,REZAYAT PROTECTIVE COATING CO.LTD,,,,2777533.22,49
200714,KADEM ESSA AL MOHSIN TRADINGSERVICES,,,,0,0
200715,ABDUL RAHMAN A. AL-RAJHI GROUP,,,,0,0
200716,SUNRISE AL-KHOBAR TRADING CO.,,,,0,0
200717,DAWN INDUSTRIAL SERVICES,,,,0,0
200718,FAKHAMA LIGHTING COMMERCIALCOMPANY,,,,0,0
200719,STAR LIGHT TRADING ESTABLISHMENT,,,,0,0
200720,AHMED AYESH AL-KHALAF EST.,,,,0,0
200721,ARJA AL-KHALEEJ TRADING EST.,,,,7613,1
200722,HAMMAD ABDULLAH AL MUTAIRI CONT.EST,,,,14000,2
200724,EAST ORIENT CO. LTD,,,,0,0
200723,AFAQ AL KHAIR EST.,,,,0,0
200725,NATIONAL FUTURE TRADING EST,,,,0,0
200726,ABDULREHMAN ALGOSAIBI G.T.C (L.L.C),,,,0,0
200728,ALIYA AL-JUBAIL TRADING EST,,,,0,0
200727,AL-TISSER & AL-EMMAR MAINTENANCE &REPAIR EST.,,,,0,0
200729,CRESCENT EAST BUSINESS EST.,,,,39351.1,6
200731,Dar Al-Farabi Corporation (DAFCO),,,,5000,1
200730,Mohammed A. Al-AwaniEst For Trdg. (Mastco Saudi Arabia),,,,490142.65,9
200732,BIN QURAYA FOR HEAVY EQUIPMENT CO,,,,0,0
200733,TESTING EQUIPMENT SPECIALIST CO,,,,0,0
200734,FOUZI INTERNATIONAL AGENCYFOR ADVERTISING AND PUBLICITY,,,,18999.95,1
200735,ROWAD INTERNATIONALGEOSYNTHETICS CO.LTD,,,,331153.2,8
200736,NIMA ARABIA COMPANY LTD,,,,1396207.68,20
200737,Saudi Conduit Coating andContracting Company,,,,130313.7,1
200738,Tarek Nasser Al Abdullah Al-Akeel C,,,,52822.89,3
200739,INDUSTRIAL TRADING HOUSE,,,,6579.53,2
200740,Global Construction Trading EST,,,,37691,3
200741,Agility Company,,,,0,0
200742,TECHNICAL SUPPORT COMPANY (TECHSEN),,,,102390,3
200743,Arabian Air Conditioning CompanyLtd,,,,58136,6
200744,MASADIR INDUSTRIES TRADING CORPORAT,,,,446472.13,52
200746,HAIM TRADING EST.,,,,0,0
200745,Mosaad Al Arifi Trading Est.,,,,20130.36,1
200748,ARABIAN GULF ARCADE TRADING EST,,,,0,0
200747,Fabco Plastic Factory Co. Ltd.,,,,11272.42,1
200750,JUFFALI INDUSTRIAL PRODUCTS COMPANY(JIPCO),,,,582035.45,3
200749,BRIGHT SYSTEMS,,,,90464.83,6
200756,SAUDI ARABIAN INDUSTRIAL & TRADINGCO LTD(SAIT),,,,3320707,8
200758,ABDULLAH H. AL-MOTAWAA TRAD. EST,,,,0,0
200757,ON TIME TRADING EST.,,,,0,0
200755,MODERN ELEGANT TRADING ESTABLISHMEN,,,,15250,1
200760,FIRST MAZAYA PATROL FOR TRANSPORT,,,,0,0
200761,ALI MOHAMMED ALMUSHIRI TRAD EST.,,,,0,0
200759,ALI AZIZ AL-SHAHRI TRAD. EST,,,,0,0
200762,BRANCH OF COGELEX COMPANY,,,,2608399.8,8
200763,ULTIMATE BUSINESS TRADING EST.,,,,32500,2
200764,ELEGANZA INTERNATIONALFURNITURE CO,,,,0,0
200765,ADIL ABDULLAH(DONT USE)DUBLICATE OF 200474,,,,0,0
200766,THEEB RENT A CAR,,,,0,0
200768,El-Faleh Sports House Co.,,,,18176.49,1
200767,LA AYUNCK HAFLHE TRADING EST.,,,,0,0
200770,AL-WAZANI STEEL - ALUMINIUMFACTORY,,,,0,0
200769,Rexel Arabia Electrical Supplies coLLC.,,,,0,0
200772,DRAEGER ARABIA CO.LTD.,,,,821202.04,16
200771,ABDULAZIZ AL MAGHLOUTH ANDSONS CO,,,,0,0
200775,WATAD ENERGY & COMMUNICATION CO. LT,,,,0,0
200773,NAHIL COMPUTER COMPANY,,,,0,0
200774,FIVES SERVICES GULF S.P.C,,,,0,0
200777,GERFLOR MIDDLE EAST CO. LTD,,,,0,0
200776,INSTALLATION SYSTEMS CO.,,,,0,0
200779,MRC Global (Saudi Arabia) LLC,,,,0,0
200778,RIYADH HOUSE CO.,,,,59577,3
200781,SAEED COMPUTER EST,,,,23370,4
200780,Abdulallah Mohd. Al-Ghamdi fro GeneCont. Est.,,,,0,0
200785,HOSHAN COMPANY LTD,,,,0,0
200784,Diesel Machinery Company Ltd.,,,,0,0
200782,HONEYWELL TURKI ARABIA LIMITED,test,testsubgrpup,N,3367327.2,20
200783,SRACO COMPANY,,,,1220065,12
200787,JAL INTERNATIONAL,,,,0,0
200789,Hussain Abdulrahman Alismail Est.for Office System Factory,,,,8010,2
200788,Supreme Arabian Holding Company,,,,582024.11,15
200791,ALMULHIM AUTO SERVICES CO.LTD.,,,,7087100,19
200790,United Yousef Mohammed AbdulwahabNaghi Co. Ltd.,,,,17133.4,1
200786,EXOVA SAUDI ARABIA LTD. CO.,,,,0,0
200792,Forum Arabia Ltd.,,,,7327.8,1
200793,Ezdehar Industrial Services Est.,,,,12455.58,2
200794,Al Bassam Global Corporation Ltd.,,,,71123,6
200795,GCC ELECTRICAL TESTING LABORATORY C,,,,143690,8
200796,United Matbouli Group Company,,,,7999.98,1
200797,GLOBAL CONST COMPANY LTD,,,,0,0
200798,ALAWI HAMAD MOHAMMED ALHADDADTRAD. EST.,,,,0,0
200799,ALI SA'AD ALI AL SUBAI TRADING EST,,,,0,0
200800,IRON SPRING TRADING EST,,,,0,0
200801,"GASKET FACTORY, BRANCH OF AL-IMANFACTORIES FOR CONT. & TRDG. LTD.",,,,112164.59,46
200802,MOHAMMED NASER ALAJAJI EST,,,,0,0
200805,Sedres Chemicals Solutions Mfg.Co.,,,,8340,4
200806,Pan Gulf Industrial Systems Co.,,,,12000,1
200807,JUFFALI TECHNICAL EQUIPMENTCOMPANY,,,,70533.19,6
200808,Saudi Emarati Electric PowerGenerators Co.,,,,234000,5
200810,Marooj Rawan Advertising,,,,9881,1
200811,Feras & Basem Information Technolog,,,,139109.76,17
200812,Star Care for Trading,,,,81132,1
200814,MICROLINE INFORMATION TECHNOLOGIES,,,,97219,8
200813,MOHD.M. AL DOSSARY STORES,,,,0,0
200815,Gulf Rock Petroleum Services& Maintenance,,,,0,0
200816,"Omega Factory for Luminaires, Poles& Galvanizing",,,,3800,1
200817,TALABATTALABAT ALMAKTAB CO.LTDEZORDER,,,,0,0
200818,Control Systems ContractingEstablishment,,,,0,0
200819,KHUSHEIM ESTABLISHMENT,,,,0,0
200820,ATC SAUDI CO LTD,,,,19036.14,1
200821,Saudi Seven Group for GeneralContracting,,,,49000,1
200822,Golden Technical Industrial Co. Ltd,,,,130190.26,9
200823,Arabian Transformers Co.,,,,32540.4,2
200824,Industrial Valves Manufacturer,,,,13250.1,2
200825,HASSAN MOHAMMED AL MAHROOS TRD EST,,,,0,0
200826,ABAAD ALTASHEED EST.(Dimensions Const. Contracting EstYAHIA PORTACABIN,,,,384480,4
200827,GULF MARKETING FACTORY,,,,36000,1
200828,BEST IN GLOBE TRADING EST,,,,0,0
200829,MIDDLE EAST AGRICULTURE COMPANY,,,,61750,1
200830,MADAR BUILDING MATERIALS COLTD,,,,959646.08,90
200832,FUTURE TECHNOLOGY,,,,0,0
200831,MOHAMMED SAAD ALBAWARDY& SON'S CO.,,,,0,0
200833,AL-OGLAH TRADING EST,,,,0,0
200835,ARCOMA ARABIA COMMERCIAL AGENCY,,,,0,0
200834,ALYEMNI MOTORS COMPANY,,,,342131.59,7
200836,GENERAL INDUSTRIES CO.LTD,,,,1602218.09,3
200837,Saudi Advanced Renal ServicesCorporation Ltd.,,,,0,0
200838,ABDULLAH AHMED BAWAZIR TRADING CO.,,,,0,0
200840,ARAMEX SAUDI LIMITED COMPANY,,,,0,0
200839,Al-Riyadha Al-Oula for IndustrialMaterial Supply,,,,192327.61,1
200842,BUILDING SPECIALIZED TRADING EST,,,,0,0
200841,MAGNETIC CONTROL FOR ELECTRICALTRANSFORMER FACTORY,,,,171260,5
200844,MAKTAB SIRI AL SHARQ TRADINGSERVICE,,,,0,0
200843,NEW SUPPORT CONTRACTING,,,,0,0
200845,Al Rammah International Company,,,,16098,1
200846,Aljabr Rent A Car Co.,,,,0,0
200849,AL-JAZIM CONTRACTING EST,,,,0,0
200847,Shiny Stone For Trading,,,,32400,1
200850,DAMMAM FACTORY FOR METALPRODUCTS,,,,0,0
200851,POWER THUNDER EST FOR GENERALCONTRACTING,,,,0,0
200848,Global Energy Services Trading Co.,,,,0,0
200852,AL MUTLAQ UNITED COMPANY,,,,2577775.13,12
200853,RIYADH CABLES GROUP COMPANY,,,,18972623.75,11
200854,FARHA M. SIRFARAZ AL JOUHANTRADING EST.,,,,156411.04,59
200855,Arab Technology Trading Est,,,,5680.01,1
200856,Ibrahim Al-Shab Trading Est.,,,,0,0
200857,Saudi Pro Tech Valves Manufacturing,,,,275453.74,3
200858,MODERN PRINTING PRESS,,,,0,0
200859,PARTITION SYSTEMS TRADING EST.,,,,0,0
200860,H & A.M.AL-MARZOUK AL-SINAN CO.,,,,0,0
200861,ALREZIZA TRADING & CONTRACTING CO.,,,,2005,1
200862,MODERN PRINTING PRESS CO.,,,,0,0
200863,Metaab Faisal Al Khaldi GeneralCont Est,,,,18500,2
200864,AL FANOOS TRADING COMPANY,,,,286276.48,31
200865,JELAZ FOR SAFETYSYSTEM &FIRE FIGHTING,,,,0,0
200866,ABDULLA FOUAD COMPANY,,,,88450,2
200867,CANAR OFFICE SYSTEMS CO,,,,0,0
200868,CONTROL SOLUTIONS EST,,,,746422,3
200869,Alaa International Co.for TradingServices.,,,,62651.4,2
200870,ZULTEC PACKAGINGEQUIPMENT & SUPPLIES CO,,,,0,0
200871,ARABIAN COLLECTIONS GALLERY EST,,,,0,0
200873,POWERLINE SOLUTIONS FOR TRADING EST,,,,5184,1
200872,AlRasim United Company,,,,41300.4,1
200874,Advanced Logistics Trading & ContEst.,,,,48000,1
200875,BIN-SHIHON GROUP CO. LTD.,,,,413261.55,110
200876,Nasser Majeed Al Hajri cont.Est,,,,3304,1
200877,AXA COOPERATIVE INSURANCECOMPANY (MEDICAL INS),,,,0,0
200881,SAMI ABDULLATIF ALSAIF,,,,0,0
200879,Al-Etihad Co-Operative Insurance Co,,,,0,0
200878,GULF GASKET FACTORY,,,,73632.24,26
200880,QAADAN ABDULRAHMANQAADAN ALOTIEBI,,,,0,0
200883,EUROVILLAGE CONTRACTING CO.,,,,43300,2
200885,YOUSEF  ALGOSAIBI TRAVEL & TOURISM,,,,0,0
200882,ZAID MOFLEH ALBESHI CONTRACTINGEST,,,,0,0
200884,NAWAF MOHAMMADABDULLAH ALTURAIGI,,,,0,0
200886,MOHAMMED ABDULLAH AL KAWARI EST,,,,38250,2
200888,LIGHTS AND MORE TRADING EST,,,,0,0
200889,ALI NASSERHUBESH ALKAHRJI,,,,0,0
200887,Abdul Rahim Al-Harby OfficeAbdul Rahim Al-Harby Office,,,,0,0
200890,AHMED IBRAHIMHASSAN ABO JAMILA,,,,0,0
200891,Integrated Golden Solutions CompanyLimited,,,,10000,1
200892,GULF SENIAR FOR INVESTMENT &REAL ESTATE DEVELOPMENT,,,,0,0
200893,Qyasat Al Taqa Factory (HISCO ARABI,,,,0,0
200894,MOHAMED SAUD AL SUBAI CO.FOR CONTRACTING,,,,9480,2
200895,MUHAMMED ABDULLAH AL AKKASTRADING EST,,,,17465,1
200896,DUPLICATE,,,,0,0
200897,ABNAA METEAB ALSEBEIY COMPANY,,,,0,0
200899,MISHAL MANSOUR ALAKEEL,,,,0,0
200900,ALQBEDAN FRO REAL ESTATE,,,,0,0
200898,TAMKEEN INTERNATIONAL CO.,,,,106326.02,14
200901,ALNAHDAH REAL ESTATE OFFICE,,,,0,0
200902,NAJMAH FOR INT'L MARKETING CO.,,,,0,0
200903,SPEED ARCHITECTURAL TECHNOLOGY EST.,,,,0,0
200904,ALROMAIH REAL ESTATE,,,,0,0
200905,Ali H. Borman Commerical EST.,,,,288775,3
200906,FAHAD OFFICE FOR REAL ESTATE,,,,0,0
200907,GULF SERVICES TRADING EST,,,,0,0
200908,MUSA MAHDI ALSAFFARFOR STATIONARY EST,,,,0,0
200909,GATE ALFAIN TRADING CO.( Gate 2000 Trading Company ),,,,181893.42,44
200910,NOHA IBRAHIM ALWAID REAL ESTATE - A,,,,0,0
200912,SALEH HAMAD ABDULLAH ALNMEERBURAIDAH REAL ESTATE,,,,0,0
200911,ALMALY REAL ESTATEALHASSA DRIVER ACCOM,,,,0,0
200913,KNOWLEDGE PARTNERS INFORMATION TECH,,,,0,0
200914,ABDULLAH MUHANA MUHANA ALMAKAYTAH,,,,0,0
200915,SAAD JABER HAMID ALENZI,,,,0,0
200916,SAEED SALIH ALGHAMDIREAL ESTATE,,,,0,0
200917,LAFIT AGENCY,,,,0,0
200918,STANDARD ARABIA INSPECTION CO LTD,,,,22490,5
200919,HAYYAKOM RESTAURANT,,,,0,0
200920,BEST DEAL TRADING EST.,,,,15256,2
200921,"MOHAMMED ALKHALDI MECHANICALCONTRACTING CO. LTD.,",,,,0,0
200922,AL ASSAS SPECIALIZED COMPANY LTD.,,,,540915.38,36
200924,Almutlaq United Company,,,,0,0
200923,Nawaf Office for real estate,,,,0,0
