vendor-code,vendor-name,material-group,material-subgroup,is-service,total-po-value-sar,total-po-count
200009,ABDUL KARIM H AL SINAN & PARTNERFOR TRADING COMPANY,,,,261560.7,1
200010,ABDULLATIF A. ALFARES & SONS TRADIN,,,,12686.78,23
200011,Adel Al Abdel Kareem Est.For Uniforms,,,,103980,9
200007,ABU SAIF AL SHEHRY EXHIBITION,,,,0,0
200012,ANAMEL AL-JUBAIL TRADING EST.,,,,0,0
200013,AL-ASMA TRADING COMPANY,,,,878671.49,45
200014,ABB Automation Co. Ltd.,,,,3190232.19,3
200015,ABB ELECTRICAL INDUSTRIES CO. LTD.,,,,21697320,67
200016,"ALBAWARDI BUILDING MATERIALS CO.,LL",,,,3142755.23,219
200018,ABB SERVICE CO. LTD.,,,,0,0
200017,ABRAC INDUSTRIAL SERVICE EST.,,,,0,0
200019,Al-Baha Trading and Contracting Co.,,,,0,0
200021,AL MANDARYAH CONTRACTING COMPANY,,,,0,0
200020,Amad Al-Baeed Trd. Est,,,,0,0
200022,ADVANCED ELECTRIC CONTROL SYSTEMS,,,,216300,12
200024,Al-Faris Building Material Co.,,,,1129.61,1
200023,ARABIA ELECTRIC LTD. EQUIPMENTCOMPANY,,,,1551445,1
200028,AL HOTY COMPANY LTD.,,,,0,0
200026,AKBAR GULF TRAVELS OF INDIA,,,,0,0
200025,ABDULLA FALEH AL-DOSSARY & PARTNER,,,,0,0
200027,AL-HADISOUN CONTRACTING EST.,,,,0,0
200030,ABBAS ABDULLAH A. ALHUSAIKI &PARTNE,,,,0,0
200029,ABDULLAH HASHIM INDUSTRIAL GASES &EQUIPMENT CO LTD,,,,381751.5,36
200032,ABDULLAH IBRAHIM ABDULLAH FALATAH E,,,,0,0
200031,Al-Hoty Technical Services,,,,0,0
200034,AL-AJAB UNIVERSAL GALVANIZINGFACTORY CO,,,,1037571.5,112
200033,ARAB INSPECTION & Q. A COMPANY( AICO ),,,,75905,15
200036,ALAA  INT'L EQUIPMENT RENTAL CO.,,,,0,0
200035,AL ABDULKARIM HOLDING CO.,,,,3670854.84,47
200038,AL-DOSERI,,,,0,0
200037,ALMUDHAN CONTRACTING GROUP,,,,0,0
200040,AL-FARES SIGN EST.,,,,2470,1
200041,ABDUL LATIF JAMEEL RETAIL CO. LTD.,,,,2528465,9
200042,ABDULLAH AHMED AL-MUZAIL CONT. EST.,,,,5015799.92,6
200043,ADWAN MARKETING CO. LTD.,,,,3895567.91,24
200044,ALI MOHAMMED FARAJ TRADING EST.,,,,0,0
200046,AL MAWEED MARINE SERVICES,,,,0,0
200039,AL FANAR COMPANY LTD,,,,98983803.5,42
200047,AMPS CONTRACTING CO. LLC,,,,0,0
200048,"AL-MUTAWA SAMYONG NDT CO., LTD.",,,,5748.45,1
200049,Abdul Mohsen A. Al-Swailem Est.,,,,0,0
200050,ALMAZIAD TRANSPORTING EST.,,,,0,0
200045,ALMAJDOUIE TRAVELS,,,,0,0
200051,ALRASHED BUILDING MATERIALS COMPANY,,,,52570.4,5
200052,Mohammed A.Al-Rezaiz Al-Anqari Estfor Safety Equip,,,,301181,11
200053,ASHARQIYAH CABLES COMPANYFOR INDUSTRY,,,,843488.4,23
200055,ABDULRAHMAN SALEH AL-HOWAR EST.,,,,58776,3
200054,Age Steel Trading Company Ltd.Old name: Age Steel for Supplies Es,,,,92915.8,7
200056,Amwaj Telecommunication Mfg. Compan,,,,0,0
200057,SALEH NASSER AL-AYOUNI FACTORYFOR INDUSTRY,,,,589937.3,15
200058,AXIS INSPECTION LTD.,,,,131834.4,12
200059,AHMED YAHYA NASSER AL YAMITRADING EST.,,,,124815.05,8
200060,BAHAR AL-JUBAIL TRADING EST. BR.,,,,0,0
200061,BAYT .COM.INC,,,,0,0
200062,BUREAU VERITAS COMPANY,,,,48580,9
200063,BINZAGR INTERNATIONAL TRADING CO.,,,,1124955.32,4
200064,AL-BUANAIN ARABIAN GULF CO.& STATIONS,,,,0,0
200066,DANAT ALSAHRA MEDICAL COMPANY,,,,0,0
200065,BISCO INTEGRATED SERVICES  CO.LTD.,,,,2510791.16,109
200068,BINZAGR FACTORY FOR INSULATIONMATERIALS LTD,,,,27203.23,1
200070,CARGO LINERS,,,,0,0
200069,CIVIL & ELECTRICAL PROJECTSCONTRACTING CO (CEPCO),,,,3715397.87,19
200072,COMPASS OCEAN LOGISTICS LLC.,,,,32400,2
200071,CONTINENTAL FREIGHT,,,,0,0
200074,Dina Poly Clinic For MedicalServices,,,,0,0
200067,BEST TRADING COMPANY,,,,0,0
200073,DAR AKEELI EST.,,,,0,0
200076,DHAHRAN INTERNATIONAL HOTEL,,,,0,0
200075,DELTA AL JUBAIL GENERAL CONTRACTING,,,,0,0
200077,DHL EXPRESS,,,,0,0
200078,DANA INTERNATIONAL GEN. CONT. EST,,,,258818.05,8
200079,DAR-Al Riyadh Holding Co.,,,,0,0
200080,DRESSER AL RUSHAID VALVE & INSTRUMECO.LTD.,,,,443704,9
200081,DR. SOLAIMAN A. SOLAIMAN CLINICS,,,,0,0
200083,ENERGY EQUIPMENT RENTAL CO. LTD.,,,,0,0
200084,EASTERN GATE TRADING EST.,,,,215688.75,11
200085,Electric House Establishment - Bran,,,,5922.04,1
200086,ELECTROLINES EST.,,,,0,0
200088,ELECTRICAL A. MODERN FACTORY CO.,,,,0,0
200087,ELITE OFFICE FURNITURE,,,,0,0
200089,AL MOUSA SPECIALIZED CABLES,,,,2168157.05,99
200082,EITIHAD EITISALAT CO. (MOBILY),,,,0,0
200090,ENTERPRISE INTEGRATED EST.,,,,20454,3
200091,ENTERPRISE OBJECTIVES EST,,,,0,0
200092,Electrical Power Systems Est.,,,,0,0
200093,Equipment & Technical Services Co.,,,,880827,1
200094,FAISAL S AL NAIMI EST No longer exiChanged to FAISAL S AL NAIMI CO LTD,,,,0,0
200095,FUGRO SUHAIMI LTD.,,,,281788.96,21
200096,FAISAL HUSSAIN AL-SAIF CONT. EST.,,,,0,0
200097,FANAR AL-JUBAIL INDUSTRIAL SERVICES,,,,0,0
200099,ABDUL AZIZ F. AL-MULHEM A/C EST.,,,,0,0
200098,Freight & Logistics Trading Est.,,,,0,0
200100,FOUR BROTHERS EST.,,,,0,0
200101,FOUAD TRAVEL COMPANY,,,,0,0
200102,FILLING & PACKING MATERIALS MFG. CO,,,,0,0
200103,FATEH AL-JUBAIL TRADING EST.,,,,12555.67,3
200104,FUTURE TEK TRADING EST.,,,,0,0
200106,GULF ASIAN MEDICAL CENTER,,,,0,0
200105,Al-Fozan Building Materials,,,,0,0
200107,GAS ARABIAN SERVICES COMPANY LTD,,,,19309011.98,38
200108,GLOBAL BUSINESS SOLUTIONS CO.Ltd.,,,,171557,2
200109,GLOBAL CONSTRUCTION CONTRACTINGCO. LLCOLD: GLOBAL CONSTRUCTION CONTRACTIN,,,,410370,4
200111,GULF PIPE SUPPLY & SERVICES EST,,,,378557.89,44
200110,GOVAN INDUSTRIES (SAUDIA) LTD,,,,0,0
200112,GULF GAIHAB INTERNATIONAL,,,,0,0
200113,Hussain Abdul Jabbar Ali Trading Es,,,,0,0
200114,"AL-HILAL ELECTRONIC PRINTING CO., L",,,,0,0
200115,HAWA ELECTRIC PANEL BOARD FACTORY& CO LTD,,,,2030946.01,10
200116,HESHAM ELSEWEDY TRADING CO. LTD.,,,,13888007.85,18
200117,"HEBA FIRE & SAFETY EQUIP. CO., LTD.",,,,9800,2
200118,Heba Fire & Safety-DELETEDEquip. Co. Ltd.,,,,0,0
200119,HOSHAN COMPANY LIMITED,,,,24903.75,3
200120,HOLIDAY INN,,,,0,0
200121,HyperLink Inc.(Total Service Manage,,,,0,0
200122,HEWLETT PACKARD INTERNATIONAL TRADE,,,,0,0
200123,HIGH RISE BUILDING COMPANY LIMITED,,,,0,0
200124,HAMAD S. AL-AJMI EST.,,,,0,0
200125,AL HOTY STANGER LTD CO,,,,188206.25,55
200126,AL-HOMRANY TRAD. & IMPORT EST.,,,,0,0
200127,HORIZON TECH TRADING EST.,,,,0,0
200128,ITTIJAH CONSULTANT ARCHITECTURAL,,,,0,0
200129,IDEALINK TECHNOLOGY TRADE EST.,,,,0,0
200130,Industrial & Electrical Control SysCenter Co.,,,,577.5,1
200131,International Security &Communications Co,,,,0,0
200132,ISAM KABBANI & PARTNERS FORBUILDING & CONSTRUCTION MATERIALS C,,,,437008.39,12
200133,INDUSTRIAL SUPPORT SERVICES COMPANY,,,,0,0
200135,JEHAT AL-MODN ESTABLISHMENT,,,,0,0
200136,JANADRIYAH SUITES,,,,0,0
200134,INTERCONTINENTAL AL JUBAIL,,,,0,0
200137,JABAL AL-RASI TRADING EST,,,,0,0
200138,ALJOMAIH AUTOMOTIVE COMPANY,,,,0,0
200139,JARIR MARKETING COMPANY,,,,456729.18,106
200141,KHOBAR COOPERATIVE CLINIC,,,,0,0
200140,JERAID TRADING EST. - ALI SANAD ALI,,,,0,0
200142,KAFI GROUP,,,,2030,1
200143,DANAT AL SAHRAA MEDICAL COMPANY,,,,0,0
200144,KANOOZ INDUSTRIAL SERVICES EST,,,,0,0
200145,KHALID MOHD. AL-MISFER TRAD. EST,,,,0,0
200146,KHEREIJI SHOWROOMS CO. LTD.,,,,352039.9,29
200147,KHONAINI TRAVEL & TOURISM AGENCY,,,,0,0
200148,LUNAR TECH TRADING & CONTRACTING ES,,,,0,0
200149,AL-LULU DISPENSARY,,,,0,0
200150,LAW OFFICE OF ABDULAZIZ I. AL-AJLAN,,,,0,0
200152,MOSLEH A. OMAIR EST.,,,,0,0
200151,RICI COMPANY LTD,,,,21733,4
200153,Mawa Trading Establishment,,,,78,1
200154,MEDGULF,,,,0,0
200156,MIDAS TRADING ESTABLISHMENT,,,,0,0
200155,MEDGULF - VEHICLE INSURANCE,,,,0,0
200157,MIDDLE EAST ENGINEERING CONSULTATIO,,,,0,0
200158,MID-EAST CABLE SUPPORT -DELETEDSOLUTIONS,,,,0,0
200159,MEMF ELECTRICAL INDUSTRIES CO.,,,,155372.65,11
200160,MIDDLE EAST SPECIALIZED CABLES CO.( MESC ),,,,6702242.66,12
200162,MAZIN BIN HABEB AL-MOQABQB TRD EST,,,,0,0
200163,Manahil Internationalfor Transportation & Services,,,,3450000,2
200164,MIRA COMPUTER SYSTEMS,,,,3450,1
200165,MEJDAF TRADING COMPANY,,,,1992952,54
200161,Middle East Trading Co. (METCO),,,,127618,2
200166,MOHSIN MUBARAK SALEM EST,,,,0,0
200168,ALMOJIL TRAVEL &TOURS,,,,0,0
200169,MARAFIQ,,,,0,0
200170,HIT SAUDI COMPANY LTD.,,,,0,0
200176,NAFRI INTERNATIONAL,,,,0,0
200167,MAPCA MANAGEMENT SERVICES PRIVATE L,,,,0,0
200187,Ayed Eid Al Osaimi Consulting &Civil  Engineering Office,,,,18145,5
200188,AL OTHMAN INDUSTRIAL MARKETING CO.,,,,272717.25,21
200189,Power City Trading Corp.,,,,0,0
200190,PEDCO LTD.,,,,0,0
200191,Professional Health&Safety Comprehe,,,,0,0
200192,PROFESSIONAL PIONEERS FOR EXHIBITIO,,,,0,0
200193,PIONEERING POWER PROJECTS TRAD EST,,,,23744,7
200194,PUBLIC TELECOMMUNICATION CO LTD,,,,223506,13
200181,NAHIL COMPUTER COMPANY,,,,0,0
200177,NATIONAL COMPANY FOR COOPERATIVE,,,,0,0
200178,"Namma Cargo Services Co., Ltd.",,,,0,0
200186,OBAID M.AL-SAADI TRADING EST.,,,,0,0
200185,Omear Al-Khaldi Safety Equipt. Est.,,,,0,0
200179,NDT CORROSION CONTROL SERVICES CO,,,,992217.1,72
200182,NIJEIDI INDUSTRIAL SUPPLY EST,,,,3401,1
200173,METAL SUSPENDED CEILING FACTORY,,,,0,0
200180,NAIZAK GLOBAL ENGINEERING SYSTEMSEST,,,,536553.6,21
200183,NEPTUNE CONTRACTING EST.,,,,0,0
200195,QANBAR READYMIX COMPANY,,,,1132668,51
200172,M.H. Sherbiny for Commerce,,,,947000,1
200174,MASHEED TRADING & TRANSPORTATION CO,,,,0,0
200197,AL RASHED FASTENERS & ENGINEERINGFABRICATION SERVICES,,,,15827.78,2
200196,RAHIMA AL-AHLI DISPENSARY CO. LTD,,,,0,0
200199,RADISSON SAS HOTEL YANBU,,,,0,0
200198,ALRAJHI CO. FOR COOPERATIVEINSURANCE,,,,0,0
200171,MODERN SHOP 2010,,,,0,0
200200,REDA TRADING AND DEVELOPMENT CO.FOR MACHINERY & EQUIPMENT LTD.,,,,760132.64,24
200184,NAZCO-NAJEEB A R AL ZAMIL CORP,,,,137500.25,2
200202,ROA ALAMWAJ EST.,,,,0,0
200201,AL RAVIDAIN GENERAL CONTRACTING  ES,,,,0,0
200204,RIYADH HOUSE COMPANY (JERAISY),,,,282999.51,29
200205,SALEH & ABDULAZIZ ABAHSAIN CO LTD,,,,581826.13,2
200203,Royal Commission,,,,0,0
200206,SAUDI ARABIAN AMIANTIT CO.,,,,8180.28,2
200207,SAUDI CABLE COMPANY,,,,1436480.57,9
200208,"Saudi Arabian Engineering Co., Ltd.",,,,0,0
200210,SAEED AWAD AL QAHTANI EST.,,,,0,0
200211,SABET AL-JUBAIL GEN. CONT. EST.,,,,0,0
200212,SCHNEIDER ELECTRIC SYSTEMSSAUDI ARABIA CO. LTD.,,,,766801.52,6
200209,SAFETY POINT TRADING EST.,,,,56208.21,39
200214,SAEED AL BAGSHI COMPUTER EST.(SAEED COMPUTERS EST.),,,,36675,5
200216,SAUDI DESIGNERS ENGINEERING CONSULT,,,,85000,1
200217,SAUDI DIESEL EQUIPMENT CO.LTD.,,,,5390438.23,8
200218,SEDER SERVICES CO.,,,,0,0
200220,SAUDI ELECTRIC SUPPLY COMPANY LTD.( SESCO ),,,,726901.31,33
200219,Saudi Ensas Co. for Engineering Ser,,,,0,0
200213,SCECO-ELECTIC BILL FOR COMPANY,,,,0,0
200221,SAUDI FAL CO. LTD.-DELETED,,,,0,0
200175,APEX NATIONAL INDUSTRIAL CALIBRATIO,,,,885746.51,109
200223,SGS INSPECTION SERVICESSAUDI ARABIA LTD.,,,,233306.63,16
200224,System House Factory co ForElectrical Panels,,,,7173172.01,12
200222,SANA FOR ELECTRICAL & TELEPHONE CO,,,,1269073.92,92
200215,SPECIALIZED COATING SERVICESCOMPANY,,,,3279806.35,156
200225,SIEMENS LIMITED,,,,2652837.69,17
200226,SPECIALIZED INDUSTRIAL MAINTENANCE,,,,0,0
200227,Saudi Industrial Property Authority,,,,0,0
200229,SAUDI INDUSTRIAL TOOLS CO.,,,,3400,1
200228,Sara International Safety Equpt.Est,,,,0,0
200230,SRI JAI GANESH ENTERPRISES,,,,0,0
200233,Saudi Modern Co. for Cables Industr,,,,0,0
200232,SAUDI LEATHER INDUSTRIES CO LTD,,,,923605,68
200234,SMSA EXPRESS TRANSPORTATION CO LTD,,,,0,0
200231,SAUDI LIGHTING COMPANY LTD,,,,21895,3
200235,SNAS POSTAL EST,,,,0,0
200236,SAHARA NET COMPANY LTD.,,,,392940,1
200237,SAEED AWDHAH AL ZAHRANI GROUP,,,,0,0
200238,SAPPCO DAMMAM FACTORY,,,,487027.86,12
200239,SAUDI SAREEA ALUMINUM & STEEL,,,,0,0
200240,SAUDISOFT CO. LTD.,,,,22295,5
200241,SAAED SAFAR AL-KAHTANI EST,,,,0,0
200243,SYSTEMATIC TIME TRADING EST,,,,27193.8,2
200242,SATELLITES TRADING EST.,,,,7392,1
200246,SWATER ALKHALEEJ TRADING EST,,,,0,0
200250,THE INTERNATIONAL ELECTRICALPRODUCTS COMPANY (TIEPCO),,,,218160,6
200247,SAUDI XEROX AGENCIES COMPANY,,,,185518.04,14
200248,TEXTILE AND GARMENTS CO. LTD,,,,0,0
200253,TOWER PLANNING COMPNAY LTD.,,,,0,0
200251,TECHNIX INDUSTRIAL SERVICES,,,,0,0
200252,TNT INTERNATIONAL EXPRESS,,,,0,0
200249,TASH'ELAT MARKETING CO LTD,,,,0,0
200256,TIG-TESCO INTERNATIONAL LIMITED,,,,34820,3
200244,SARA UNITED ADVERTISING,,,,0,0
200255,TALENTS  TECHNOLOGIES  CO.LTD   ( T,,,,0,0
200245,Al-Suwaidi Equipment & Tran,,,,0,0
200257,TULIP INN- ALKHOBAR,,,,0,0
200254,Branch of TUV SUD Middle East Co.,,,,2531.25,1
200258,UNITED BUSINESS SYSTEMS CO LTD,,,,1988619.09,15
200259,UNIVERSAL MOTORS AGENCIES COMPANYLIMITED,,,,0,0
200260,HAMED AL QAHTANIUNIVERSAL MARKETS COMPANY,,,,400525,43
200261,UNITED MOTORS COMPANY,,,,0,0
200262,VELOSI SAUDI ARABIA CO. LTD,,,,0,0
200264,WATER PROJECTS SAUDI ARABIA LTD.,,,,12900,8
200263,WAHAH ELECTRIC SUPPLY CO.OF SAUDI ARABIA (WESCOSA),,,,4071806.3,21
200265,WASEET ELECTRONICS CO.,,,,251555.28,18
200266,YUSUF BIN AHMED KANOO COMPANYLIMITED,,,,588518.38,6
200267,YOUSIF AL-DHUKAIR Consulting Engine,,,,0,0
200268,YOKOGAWA SERVICES SAUDI ARABIA CO.,,,,6512767.01,48
200269,Zuhair A.H. Al-Mujaddedi Trading Es,,,,0,0
200270,Global Travel Solutions Agency forTravel and Tourism,,,,0,0
200271,HEALTH LINES DIVISION OF ALESAYI UN,,,,0,0
200272,ZAYED HAMDI AL-SHIBANI CONT. EST,,,,0,0
200273,ZULTEC,,,,0,0
200275,Saleh Omar Al-Amoudi Trd. Est.,,,,0,0
200274,ZAHID TRACTOR CO LTD,,,,0,0
200276,Al-Ekha Furniture Est.,,,,0,0
200277,J.AL-JASSIM (PC NET),,,,0,0
200278,ARABIAN BUSINESS MACHINES COMPANY,,,,113411,7
200279,Al-Oufy Electricals,,,,0,0
200280,ABED AL-MISHAL TRADING EST,,,,89619.4,21
200281,Al Quraishi electrical Services,,,,0,0
200282,ELECTROTEL,,,,0,0
200283,WOLOUF TRADING EST. - ARAB BOLTS,,,,15440.45,9
200285,Tameema International Trading Co.,,,,0,0
200286,ALI N. AL NASSAR & PARTNERS CO.,,,,143690.19,21
200284,AL DOSSARY HARDWARE,,,,0,0
200287,Al-Kafaa Trading Company,,,,17471.1,4
200288,Hoshanco Company Limited,,,,0,0
200289,Alismail Office System,,,,0,0
200290,ATTIEH TRADING COMPANY LTD,,,,202429.22,18
200291,Hussain Al-Dossary Est.,,,,0,0
200292,Saleh M.A. Al-Faraj Trading,,,,0,0
200293,AL-FALAK ELECTRONIC EQUIPMENT& SUPPCO.,,,,0,0
200295,Mohammad Al-Mojil Group,,,,0,0
200294,KHUSHEIM COMPANY,,,,72078.43,7
200297,CREXIMCO,,,,0,0
200296,MASDAR TECHNICAL SUPPLIES,,,,318764.49,105
200298,ABDULLAH JARALLAH,,,,0,0
200299,SAAD ABUKHADRA,,,,0,0
200301,Rawabi Trading & Contracting Co. Lt,,,,0,0
200300,UNITED WELDING,,,,0,0
200303,SAUDI TECH CO,,,,0,0
200302,Cooperheat Saudi Arabia Co. Ltd.,,,,172908,11
200304,Abdul Rahman Al-Ahdal Trading Est.,,,,0,0
200305,SIAL AL-KHALEEJ GEN. CONT. EST.,,,,0,0
200306,AL-BAWARDI TOOLS & HARDWARE,,,,260907.21,78
200307,Mohammed Abdullah Shelayl for Custo,,,,0,0
200308,MECHANICAL LINES TRADING EST,,,,113990.11,10
200309,CORNER TECHNICAL TRAD EST.,,,,186078.57,5
200310,ALINJAZ CAR EXB.,,,,0,0
200312,IDN SOLUTIONS,,,,0,0
200311,ENERGYA WIRES COMPANY LTD,,,,0,0
200315,ERAM CONTRACTING ESTABLISHMENT,,,,0,0
200313,Abdulla Fouad Holding Company,,,,28800,1
200314,SCIENTIST N BUILDERS,,,,0,0
200316,UNITED ELECTRONICS COMPANY - EXTRA,,,,236255.39,19
200317,THREE DIMENSION TRADING EST.,,,,0,0
200321,SAUDI AL FARIS,,,,0,0
200318,SAUDI ELECTRICAL TRANSFORMER FACTOR,,,,0,0
200323,Al Mukhtasun General Contracting CO,,,,1442510,1
200319,FOUAD A. AL-ESSA & PARTNERS CO.,,,,0,0
200325,Ayed Eid Al Osaimi Consulting CivilEngineering Office,,,,0,0
200324,DHANA OLA TRADING EST.,,,,0,0
200320,Advantage Calibration & Testing Ser,,,,0,0
200322,AL RAZAN ELECTRIC TRADING COMPANY,,,,27000,2
200327,Karan International Industrial Co.,,,,6900,1
200329,POWER ENGINEERING TRADING CO. LTD.,,,,0,0
200326,MENA ARABIA Trading&Contracting Com,,,,0,0
200328,INNOVATIVE SYSTEMS COMPANY LTD.,,,,5754431.56,35
200331,Bupa Arabia,,,,0,0
200332,DAR AL-FURSAN TRADING CO.,,,,124773,2
200330,PIPE TECHNOLOGY SYSTEM LLC,,,,0,0
200334,MOHAMMED AL-OJAIMI CONT. EST.,,,,546995,11
200333,OTHMAN A.AL-USAIMI & PARTNERS TRADI,,,,0,0
200335,PANGULF VALVESERVE,,,,0,0
200336,DAR AL-BARIZ CONTRACTING EST.,,,,0,0
200337,PAN GULF STEEL COMPANY,,,,133113.66,7
200338,SAUDI CRANES & STEEL WORKSFACTORY LTD ( KONECRANES ),,,,100650,2
200340,ELECTRO TECHNIQUE ARABIA COMPANY -,,,,0,0
200339,Gulf Mashariq Trading Company,,,,103251.5,36
200342,GOLDEN AMDAD TRADING EST.,,,,0,0
200341,SAUDI FEDERAL TRANSFORMERS Factory,,,,13000,1
200343,HAAL FACTORY,,,,0,0
200344,AL-NAKHEEL FOR TRADING CO.,,,,0,0
200345,TECHNOLOGY ARENA TRADING ESTABLISHM,,,,0,0
200346,POWERLINK INDUSTRIAL SERVICES,,,,0,0
200347,ARABIAN QUDRA,,,,0,0
200348,ALHAITAM FOR INDUSTRIES & ECONOMICDEVELOPMENT CO,,,,839604,8
200349,ELECTRONIC COPY PRINTING PRESS,,,,0,0
200350,DA'AM AL ARABIA EST.,,,,0,0
200352,TECHNOPARK EST,,,,0,0
200351,World Communication,,,,0,0
200372,AXA COOPERATIVE INSURANCE COMPANY,,,,0,0
200373,ABDULLA M. AL SHAYEB CUSTOMS OFFICE,,,,0,0
200374,AL MANAR EASTERN TRADING EST.,,,,0,0
200360,AL NEMER SAFETY SERVICE FOR FIRE,,,,0,0
200376,BR. AJAB FALAH AL-QAHTANI TRADING E,,,,0,0
200377,CORRPRO ARABIA GROUND ELECTRODE MAN,,,,0,0
200378,COMMERCIAL CENTRAL SYSTEM EST,,,,0,0
200379,EL-NIL BREEZE CONT. EST,,,,0,0
200380,FADEL AHMED AL-RASHOOD TRADING. EST,,,,312801.57,21
200381,FALCON EXPRESS MARITIME ANDAVIATION CO,,,,0,0
200382,GOLDEN DEVELOPER COMPANY LTD,,,,0,0
200383,GLOBAL ALMOTAKAMEL CO-DELETEDFOR TRADING,,,,0,0
200384,HEATING & AIR CONDITIONINGENTERPRISES LTD,,,,1272462.37,3
200385,HAMZI CONTRACTING EST,,,,0,0
200364,GOLDEN JABALAIN CONSTRUCTION,,,,0,0
200361,PAN ELECTRIC FACTORY CO,,,,1305045,8
200362,MOH'D. AL-MIS'HAL CORP. (COMMERCIAL,,,,0,0
200363,ALNAFITHA INTERNATIONALINFORMATION TECHNOLOGY,,,,192477.25,10
200356,HIGHNESS DEVELOPMENT GENERALCONT EST,,,,2263309.09,7
200353,QUALITY CONTROL SERVICES COMPANY LI,,,,0,0
200354,SAUDI ANFAL FACTORY FOR AUTOMATICDOOR & SYSTEM,,,,12180,2
200355,QUICK PROTECTION SAFETY EQUIPMENT,,,,0,0
200358,GAMA AL-JUBAIL TRADING EST.,,,,10260,1
200357,ENERGY DISTRIBUTOR CO. LTD.,,,,30800,1
200386,JANAR FOR TRADING & GENERAL CONTRAC,,,,0,0
200365,EASTERN VILLAGE TRADING EST,,,,1091056.02,97
200370,AHMED ABDULMOHSIN AL GOSAIBI,,,,0,0
200371,ABDULLAH BIN ALI AL SAIHATI TRADINGGROUP,,,,2081578.29,103
200375,ADEL SULIMAN M.ALHARBI EST,,,,0,0
200388,MOHAMMED GHURM ABDULLAH AL-GHAMDITRADING EST,,,,120411.78,14
200387,LYNX ENTERPRISES,,,,0,0
200394,SAUDI FAL CO. LTD.,,,,12409929.9,81
200391,"NARDEEN LIGHTING, CO. LTD.",,,,24357,3
200392,REZAYAT TRADING COMPANY LTD.,,,,9086102.79,68
200390,MOHAMMED MANSOUR AL RUMAIHTRADING CO LTD,,,,7500,1
200389,MILESTONE CONSTRUCTION CO.,,,,0,0
200393,SAUDI BUSINESS MACHINES,,,,0,0
200395,SEVEN FLOORS GENERAL CONTRACTING ES,,,,0,0
200397,SAAD SALEM AL-RASHIDI CONT EST,,,,130107.8,14
200396,"SELA FOR POWER, AUTOMATION & SAFETYSYSTEMS",,,,5284565,7
200398,VELZONE ARABIA TRADING EST,,,,56000,1
200399,ZOOM AL ANDALUS TRADING & CO. LLC,,,,35538.96,2
200400,KHALEEJ AL RIYADH SHOW FOR CAR,,,,0,0
200401,SAHARA EYE CONTRACTINGESTABLISHMENT,,,,399502,15
200402,ABDULLA M ALBINALI & BROS CO,,,,0,0
200359,KHATAB OMAR AL BALBAISI EST.,,,,0,0
200404,AHMED YAHYA NASSER AL YAMITRADING ESTABLISHMENT,test,testsubgrpup,N,554765.99,22
200403,ARABIAN EXPERT TRADING EST.,,,,0,0
200406,ADVANCED MODULAR POWER SYSTEMS CONT,,,,0,0
200407,ABDULLAH M. AL-RASHEED SECURITY GUA,,,,0,0
200405,ACCURATE INDUSTRIAL SUPPORTSERVICES LTD,,,,24093.1,3
200408,AL-ASHOURY FOR POWER TELECOM & STEE,,,,0,0
200409,ARAB SEA INFORMATION SYSTEM COMPANY,,,,0,0
200410,ATSAAK ALJAZIERA EST,,,,0,0
200411,AL-TALA'A INTERNATIONALTRANSPORTATION COMPANY,,,,83250,1
200413,BAUD TELECOM COMPANY,,,,3966712.43,5
200412,AL BABTAIN POWER & TELECOMMUNICATIO,,,,30485,1
200416,AL DANUBE AL SAUDI TRADING CO. LTD.,,,,10788.3,3
200414,CONNECT COMPUTER INFORMATION EST.,,,,32186,1
200415,DHAHRAN ALARABI ALUMINIUM FACTORYCO LTD,,,,0,0
200417,ETHER GULF ENTERPRISE,,,,5980,1
200418,EIGAD GULF TECHNOLOGIES TRADING EST,,,,0,0
200420,ENJAZ AL-OFAK GENERAL CONTRACTING E,,,,0,0
200419,EASTERN MORRIS CRANES COMPANY LTD.,,,,862608,8
200421,ERAM TRADINGOld: ERAM TRADING ESTABLISHMENT,,,,687509.13,11
200422,FADEL ALI-AL NAMER CONT. EST,,,,0,0
200423,Fuji Saudi Arabia For Elevators &Escalators Co Ltd,,,,0,0
200424,AL-FAJR INTERNATIONAL TRADING & CON,,,,0,0
200425,FUTURE NAS FOR INDUSTRIAL & TRADINGCO,,,,1447974.14,30
200427,GLOBAL TECHNICAL SERVICES CO LTD,,,,1874311.24,9
200426,GULF ADDRESS TRADING & CONT. CO. LT,,,,0,0
200428,IDEAL VISION COMPANY LIMITED,,,,8800,2
200429,AL JEHAT COMPANY FOR TRADING AND CO,,,,0,0
200430,AL JAZIRA EQUIPMENT CO. LTD.,,,,726685.24,4
200431,KHALID A. AL-DOKHI TRADING ESTABLIS,,,,0,0
200432,AL MAJAL AL ARABI GROUP CO.,,,,0,0
200433,MAJID ABDULLAH AL ZAHERCONTRACTING EST,,,,191623,11
200434,MODERN EASTERN SERVICES TRADING AND,,,,0,0
200435,MOTALATH AL JAZIRAH TRADING ESTABLI,,,,0,0
200436,MOHAMMED SALEH HASHIL CONT. EST,,,,0,0
200437,Mohammad Salim Al-Quraini Trading &Contracting Co L.L.C,,,,880000,2
200438,NOUR ENERGY CO,,,,122599.97,4
200439,NETWORK SERIES TRADING EST.,,,,0,0
200443,P-GROUP SAUDI CO.,,,,16200,1
